PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
NAZ HILLMON,ATL,ATL vs. IND,6/8/2023,W,10,0,0,2,0,0,0,0,0,2,0,0,2,2,1,0,0,0,1,-8
NAZ HILLMON,ATL,ATL @ PHO,3/8/2023,L,16,0,0,3,0,0,0,0,0,0,0,1,4,5,0,0,0,3,3,-3
NAZ HILLMON,ATL,ATL @ LVA,1/8/2023,L,17,2,1,3,33.3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,-14
NAZ HILLMON,ATL,ATL vs. WAS,07/30/2023,W,10,2,1,2,50,0,0,0,0,0,0,0,2,2,0,0,0,0,1,-3
NAZ HILLMON,ATL,ATL @ NYL,07/27/2023,L,2,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,1
NAZ HILLMON,ATL,ATL vs. PHO,07/25/2023,W,9,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,1
NAZ HILLMON,ATL,ATL vs. CON,07/22/2023,L,4,2,0,1,0,0,0,0,2,2,100,0,1,1,0,0,0,0,0,-6
NAZ HILLMON,ATL,ATL @ CON,07/20/2023,L,6,1,0,0,0,0,0,0,1,2,50,0,1,1,0,1,0,0,0,-4
NAZ HILLMON,ATL,ATL vs. MIN,07/18/2023,W,13,3,1,1,100,0,0,0,1,2,50,1,1,2,0,0,0,2,1,-6
NAZ HILLMON,ATL,ATL vs. SEA,12/7/2023,W,15,2,1,2,50,0,0,0,0,0,0,1,3,4,1,0,0,0,2,17
NAZ HILLMON,ATL,ATL @ CHI,9/7/2023,W,15,2,1,5,20,0,0,0,0,0,0,5,3,8,2,1,0,0,0,10
NAZ HILLMON,ATL,ATL @ CHI,7/7/2023,W,12,8,3,5,60,0,0,0,2,3,66.7,1,0,1,0,0,0,0,1,15
NAZ HILLMON,ATL,ATL @ LAS,5/7/2023,W,14,4,2,4,50,0,0,0,0,0,0,1,1,2,1,0,1,0,0,-5
NAZ HILLMON,ATL,ATL vs. LAS,2/7/2023,W,17,2,1,2,50,0,0,0,0,0,0,0,7,7,1,1,0,1,4,26
NAZ HILLMON,ATL,ATL vs. WAS,06/30/2023,W,2,2,1,2,50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
NAZ HILLMON,ATL,ATL @ WAS,06/28/2023,L,8,4,2,5,40,0,0,0,0,2,0,2,1,3,0,0,0,1,0,-15
NAZ HILLMON,ATL,ATL vs. NYL,06/23/2023,L,12,2,1,2,50,0,0,0,0,0,0,1,3,4,1,0,0,0,2,-7
NAZ HILLMON,ATL,ATL @ DAL,06/20/2023,L,13,4,0,1,0,0,0,0,4,4,100,3,2,5,0,0,1,1,1,12
NAZ HILLMON,ATL,ATL @ IND,06/18/2023,W,19,6,2,2,100,0,0,0,2,2,100,1,2,3,0,0,0,2,1,-11
NAZ HILLMON,ATL,ATL @ CON,06/15/2023,W,17,4,2,5,40,0,0,0,0,0,0,1,4,5,1,1,0,1,2,-18
NAZ HILLMON,ATL,ATL @ NYL,06/13/2023,W,5,2,1,1,100,0,0,0,0,0,0,1,0,1,1,0,0,1,0,-7
NAZ HILLMON,ATL,ATL vs. CON,11/6/2023,L,15,4,2,4,50,0,0,0,0,0,0,0,2,2,1,1,0,3,4,-13
NAZ HILLMON,ATL,ATL vs. NYL,9/6/2023,L,25,2,1,2,50,0,0,0,0,0,0,2,2,4,1,1,0,1,4,-26
NAZ HILLMON,ATL,ATL vs. LVA,2/6/2023,L,15,2,1,2,50,0,0,0,0,0,0,0,2,2,3,0,0,1,3,-5
NAZ HILLMON,ATL,ATL vs. CHI,05/30/2023,W,14,4,1,2,50,0,0,0,2,2,100,0,3,3,4,1,1,2,0,12
NAZ HILLMON,ATL,ATL vs. IND,05/28/2023,L,21,10,2,4,50,0,0,0,6,6,100,2,0,2,1,0,0,2,1,-7
NAZ HILLMON,ATL,ATL @ MIN,05/23/2023,W,19,13,6,9,66.7,0,1,0,1,1,100,1,3,4,0,0,0,3,2,7
NAZ HILLMON,ATL,ATL @ DAL,05/20/2023,L,19,7,2,3,66.7,0,0,0,3,3,100,2,6,8,0,0,0,3,3,0
NIA CLOUDEN,LAS,LAS @ DAL,06/14/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
NIA CLOUDEN,LAS,LAS @ SEA,6/6/2023,L,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2
NIA CLOUDEN,LAS,LAS @ PHO,2/6/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,6
NIA CLOUDEN,LAS,LAS @ LVA,05/27/2023,L,36,8,3,10,30,1,3,33.3,1,2,50,0,2,2,5,0,0,6,2,-21
NIA CLOUDEN,LAS,LAS vs. PHO,05/19/2023,W,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,-3
NIA COFFEY,ATL,ATL @ LVA,08/13/2023,L,27,10,3,7,42.9,2,3,66.7,2,4,50,1,9,10,0,0,0,5,4,-9
NIA COFFEY,ATL,ATL @ LAS,12/8/2023,L,19,2,1,2,50,0,1,0,0,0,0,0,2,2,1,0,3,2,5,1
NIA COFFEY,ATL,ATL @ SEA,10/8/2023,L,21,3,1,8,12.5,1,4,25,0,0,0,0,2,2,1,1,0,1,0,7
NIA COFFEY,ATL,ATL vs. IND,6/8/2023,W,30,9,4,8,50,1,3,33.3,0,0,0,0,5,5,3,2,2,2,2,17
NIA COFFEY,ATL,ATL @ PHO,3/8/2023,L,22,2,1,5,20,0,3,0,0,0,0,1,3,4,0,2,1,1,2,-15
NIA COFFEY,ATL,ATL @ LVA,1/8/2023,L,15,14,5,7,71.4,1,2,50,3,4,75,0,2,2,1,0,2,3,3,-4
NIA COFFEY,ATL,ATL vs. WAS,07/30/2023,W,25,16,6,12,50,4,7,57.1,0,2,0,0,9,9,5,0,2,1,2,14
NIA COFFEY,ATL,ATL @ NYL,07/27/2023,L,14,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,-10
NIA COFFEY,ATL,ATL vs. PHO,07/25/2023,W,16,7,3,4,75,1,1,100,0,0,0,0,3,3,3,0,1,1,1,17
NIA COFFEY,ATL,ATL vs. CON,07/22/2023,L,28,4,2,9,22.2,0,6,0,0,0,0,1,4,5,0,0,1,1,2,5
NIA COFFEY,ATL,ATL @ CON,07/20/2023,L,34,13,6,8,75,1,2,50,0,0,0,1,12,13,0,0,2,6,2,-7
NIA COFFEY,ATL,ATL vs. MIN,07/18/2023,W,26,13,5,10,50,3,5,60,0,0,0,0,10,10,4,0,1,1,4,13
NIA COFFEY,ATL,ATL vs. SEA,12/7/2023,W,18,4,2,4,50,0,1,0,0,0,0,0,7,7,0,1,1,0,0,5
NIA COFFEY,ATL,ATL @ CHI,9/7/2023,W,25,8,4,9,44.4,0,0,0,0,1,0,2,4,6,1,1,1,1,2,1
NIA COFFEY,ATL,ATL @ CHI,7/7/2023,W,30,4,2,10,20,0,3,0,0,0,0,2,7,9,1,1,1,3,2,4
NIA COFFEY,ATL,ATL @ LAS,5/7/2023,W,24,9,3,7,42.9,2,5,40,1,2,50,0,6,6,1,1,1,1,3,5
NIA COFFEY,ATL,ATL vs. LAS,2/7/2023,W,12,13,5,7,71.4,2,3,66.7,1,1,100,2,3,5,0,0,0,1,2,-3
NIA COFFEY,ATL,ATL vs. WAS,06/30/2023,W,26,15,5,12,41.7,2,3,66.7,3,3,100,2,2,4,2,1,0,3,2,9
NIA COFFEY,ATL,ATL @ WAS,06/28/2023,L,23,14,5,11,45.5,1,1,100,3,3,100,0,4,4,1,2,1,2,3,-29
NIA COFFEY,ATL,ATL vs. NYL,06/23/2023,L,15,0,0,2,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,-12
NIA COFFEY,ATL,ATL @ DAL,06/20/2023,L,22,2,1,3,33.3,0,2,0,0,1,0,0,1,1,0,1,0,0,1,-13
NIA COFFEY,ATL,ATL @ IND,06/18/2023,W,24,11,3,5,60,3,4,75,2,2,100,0,4,4,6,0,0,0,3,17
NIA COFFEY,ATL,ATL @ CON,06/15/2023,W,29,2,1,5,20,0,2,0,0,0,0,0,7,7,3,1,3,1,1,20
NIA COFFEY,ATL,ATL @ NYL,06/13/2023,W,17,12,5,8,62.5,2,5,40,0,0,0,1,1,2,2,0,0,1,2,-4
NIA COFFEY,ATL,ATL vs. CON,11/6/2023,L,25,3,1,4,25,1,4,25,0,0,0,0,3,3,2,0,2,3,4,1
NIA COFFEY,ATL,ATL vs. NYL,9/6/2023,L,22,7,3,5,60,1,2,50,0,1,0,1,4,5,2,1,0,2,4,-4
NIA COFFEY,ATL,ATL vs. LVA,2/6/2023,L,12,3,1,3,33.3,1,2,50,0,0,0,0,2,2,1,0,1,1,1,-4
NIA COFFEY,ATL,ATL vs. CHI,05/30/2023,W,21,5,2,6,33.3,1,2,50,0,0,0,0,8,8,4,1,3,1,2,7
NIA COFFEY,ATL,ATL vs. IND,05/28/2023,L,20,3,1,2,50,1,1,100,0,0,0,0,3,3,1,0,1,0,1,6
NIA COFFEY,ATL,ATL @ MIN,05/23/2023,W,17,3,1,4,25,1,3,33.3,0,0,0,1,1,2,0,0,2,0,0,-10
NIA COFFEY,ATL,ATL @ DAL,05/20/2023,L,21,3,1,3,33.3,1,2,50,0,0,0,0,3,3,0,1,4,0,4,-4
NIKOLINA MILIC,MIN,MIN vs. DAL,08/22/2023,W,3,4,2,3,66.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
NIKOLINA MILIC,MIN,MIN vs. SEA,08/20/2023,L,11,4,2,4,50,0,0,0,0,0,0,1,0,1,1,0,0,1,1,-2
NIKOLINA MILIC,MIN,MIN @ SEA,08/18/2023,W,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-1
NIKOLINA MILIC,MIN,MIN @ IND,10/8/2023,L,19,9,2,3,66.7,1,1,100,4,4,100,2,0,2,0,0,0,3,1,-8
NIKOLINA MILIC,MIN,MIN @ CHI,8/8/2023,W,17,12,5,8,62.5,1,1,100,1,2,50,2,1,3,1,0,0,1,1,-3
NIKOLINA MILIC,MIN,MIN vs. NYL,4/8/2023,L,15,9,4,7,57.1,1,2,50,0,1,0,1,2,3,2,0,0,0,3,-6
NIKOLINA MILIC,MIN,MIN @ CON,1/8/2023,L,17,7,3,4,75,0,0,0,1,3,33.3,1,5,6,0,1,0,3,1,-1
NIKOLINA MILIC,MIN,MIN @ CON,07/30/2023,W,22,6,3,7,42.9,0,1,0,0,0,0,0,6,6,1,0,1,2,4,7
NIKOLINA MILIC,MIN,MIN @ NYL,07/28/2023,W,15,6,3,7,42.9,0,0,0,0,1,0,2,2,4,2,0,0,3,1,-12
NIKOLINA MILIC,MIN,MIN vs. WAS,07/26/2023,W,7,8,3,5,60,0,0,0,2,2,100,0,3,3,1,0,0,1,0,-5
NIKOLINA MILIC,MIN,MIN vs. LVA,07/22/2023,L,16,8,2,6,33.3,1,1,100,3,3,100,0,3,3,1,0,0,3,3,0
NIKOLINA MILIC,MIN,MIN vs. LAS,07/20/2023,W,15,9,4,4,100,1,1,100,0,0,0,0,0,0,1,0,0,1,1,-7
NIKOLINA MILIC,MIN,MIN @ ATL,07/18/2023,L,14,7,3,5,60,1,1,100,0,0,0,1,3,4,1,0,0,2,2,8
NIKOLINA MILIC,MIN,MIN vs. DAL,12/7/2023,L,19,6,3,6,50,0,2,0,0,0,0,2,3,5,0,0,1,2,2,-29
NIKOLINA MILIC,MIN,MIN vs. LVA,9/7/2023,L,16,14,6,10,60,0,1,0,2,3,66.7,2,3,5,0,2,0,1,0,0
NIKOLINA MILIC,MIN,MIN vs. PHO,7/7/2023,W,13,10,4,5,80,0,0,0,2,2,100,1,2,3,0,0,0,1,0,4
NIKOLINA MILIC,MIN,MIN vs. IND,5/7/2023,W,12,5,2,2,100,0,0,0,1,1,100,1,0,1,1,0,0,0,3,7
NIKOLINA MILIC,MIN,MIN @ PHO,1/7/2023,W,10,4,1,5,20,0,0,0,2,2,100,0,3,3,0,0,0,1,3,13
NIKOLINA MILIC,MIN,MIN @ SEA,06/29/2023,W,14,5,2,6,33.3,0,0,0,1,2,50,1,2,3,2,1,0,1,0,-4
NIKOLINA MILIC,MIN,MIN vs. SEA,06/27/2023,W,13,9,4,8,50,0,1,0,1,1,100,0,2,2,1,0,0,1,2,2
NIKOLINA MILIC,MIN,MIN vs. CON,06/22/2023,L,15,6,1,8,12.5,0,1,0,4,4,100,1,2,3,2,0,1,1,3,6
NIKOLINA MILIC,MIN,MIN @ LAS,06/20/2023,W,28,9,4,10,40,1,1,100,0,0,0,0,5,5,4,0,0,3,2,6
NIKOLINA MILIC,MIN,MIN @ LVA,06/18/2023,L,19,5,2,8,25,0,1,0,1,2,50,1,4,5,1,0,0,0,1,-23
NIKOLINA MILIC,MIN,MIN @ LAS,06/16/2023,W,15,10,4,9,44.4,0,2,0,2,2,100,0,2,2,1,0,0,0,4,-4
NIKOLINA MILIC,MIN,MIN vs. LAS,11/6/2023,W,17,10,3,6,50,0,2,0,4,4,100,1,3,4,0,0,0,1,2,11
NIKOLINA MILIC,MIN,MIN vs. IND,9/6/2023,L,15,4,1,2,50,0,0,0,2,2,100,0,0,0,2,0,0,0,0,2
NIKOLINA MILIC,MIN,MIN @ WAS,3/6/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-4
NIKOLINA MILIC,MIN,MIN @ DAL,05/30/2023,L,4,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,-8
NIKOLINA MILIC,MIN,MIN @ LVA,05/28/2023,L,15,4,2,5,40,0,1,0,0,0,0,1,1,2,1,0,0,1,2,-6
NIKOLINA MILIC,MIN,MIN @ PHO,05/25/2023,L,13,6,2,4,50,0,0,0,2,2,100,2,1,3,1,0,0,1,0,-12
NIKOLINA MILIC,MIN,MIN vs. ATL,05/23/2023,L,3,5,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,1,3,2
NIKOLINA MILIC,MIN,MIN vs. CHI,05/19/2023,L,7,2,1,3,33.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,-6
NNEKA OGWUMIKE,LAS,LAS @ LVA,08/19/2023,W,37,19,7,11,63.6,0,1,0,5,5,100,2,9,11,4,4,2,2,4,14
NNEKA OGWUMIKE,LAS,LAS vs. ATL,12/8/2023,W,30,17,6,14,42.9,1,5,20,4,6,66.7,0,7,7,4,2,2,5,3,13
NNEKA OGWUMIKE,LAS,LAS @ IND,8/8/2023,W,33,20,8,19,42.1,1,2,50,3,4,75,2,9,11,1,3,0,2,1,15
NNEKA OGWUMIKE,LAS,LAS @ WAS,6/8/2023,W,32,20,6,11,54.5,1,1,100,7,8,87.5,2,8,10,5,0,2,5,2,13
NNEKA OGWUMIKE,LAS,LAS @ WAS,4/8/2023,L,26,18,9,16,56.3,0,1,0,0,0,0,2,6,8,3,0,0,5,4,-1
NNEKA OGWUMIKE,LAS,LAS vs. NYL,1/8/2023,L,33,20,8,16,50,0,0,0,4,4,100,2,6,8,1,2,1,1,3,-1
NNEKA OGWUMIKE,LAS,LAS vs. NYL,07/30/2023,L,26,10,4,10,40,0,1,0,2,3,66.7,1,4,5,3,2,1,1,2,-21
NNEKA OGWUMIKE,LAS,LAS vs. IND,07/27/2023,W,30,25,8,16,50,1,2,50,8,9,88.9,0,9,9,0,3,2,0,1,15
NNEKA OGWUMIKE,LAS,LAS vs. IND,07/25/2023,W,37,30,11,24,45.8,2,2,100,6,6,100,2,6,8,3,2,1,0,3,5
NNEKA OGWUMIKE,LAS,LAS @ DAL,07/22/2023,L,29,16,7,15,46.7,1,3,33.3,1,1,100,1,4,5,3,0,0,2,1,-2
NNEKA OGWUMIKE,LAS,LAS @ MIN,07/20/2023,L,29,19,7,19,36.8,0,2,0,5,5,100,2,7,9,2,3,0,2,1,-7
NNEKA OGWUMIKE,LAS,LAS vs. LVA,12/7/2023,L,28,20,10,15,66.7,0,2,0,0,0,0,3,8,11,1,1,0,2,4,-14
NNEKA OGWUMIKE,LAS,LAS @ PHO,9/7/2023,L,37,20,10,15,66.7,0,1,0,0,0,0,3,11,14,0,1,0,4,2,-6
NNEKA OGWUMIKE,LAS,LAS vs. ATL,5/7/2023,L,30,19,7,16,43.8,2,3,66.7,3,3,100,0,10,10,3,1,1,3,3,-14
NNEKA OGWUMIKE,LAS,LAS @ ATL,2/7/2023,L,24,25,8,10,80,1,1,100,8,8,100,0,5,5,0,3,1,1,2,-4
NNEKA OGWUMIKE,LAS,LAS @ CHI,06/30/2023,L,26,14,6,12,50,0,0,0,2,2,100,3,2,5,1,1,0,2,1,-18
NNEKA OGWUMIKE,LAS,LAS @ CHI,06/28/2023,L,33,16,5,15,33.3,0,1,0,6,6,100,2,9,11,2,2,1,2,2,-7
NNEKA OGWUMIKE,LAS,LAS vs. DAL,06/25/2023,W,35,27,9,14,64.3,1,3,33.3,8,8,100,1,11,12,4,2,2,3,4,16
NNEKA OGWUMIKE,LAS,LAS vs. DAL,06/23/2023,W,34,20,9,18,50,0,2,0,2,3,66.7,0,7,7,2,3,0,2,1,2
NNEKA OGWUMIKE,LAS,LAS vs. MIN,06/20/2023,L,33,20,7,14,50,2,4,50,4,4,100,0,9,9,2,1,1,3,3,-3
NNEKA OGWUMIKE,LAS,LAS vs. CON,06/18/2023,L,36,19,7,20,35,1,2,50,4,4,100,4,11,15,5,1,1,2,2,-2
NNEKA OGWUMIKE,LAS,LAS vs. MIN,06/16/2023,L,33,8,2,9,22.2,0,2,0,4,7,57.1,0,5,5,7,2,0,0,4,-3
NNEKA OGWUMIKE,LAS,LAS @ DAL,06/14/2023,W,33,20,8,16,50,1,4,25,3,3,100,1,9,10,2,2,0,2,3,17
NNEKA OGWUMIKE,LAS,LAS @ MIN,11/6/2023,L,35,27,11,14,78.6,2,3,66.7,3,4,75,1,7,8,3,0,1,3,4,-3
NNEKA OGWUMIKE,LAS,LAS vs. CHI,9/6/2023,W,35,19,8,16,50,0,2,0,3,4,75,4,10,14,5,2,0,2,2,20
NNEKA OGWUMIKE,LAS,LAS @ SEA,6/6/2023,L,37,22,7,13,53.8,0,0,0,8,10,80,1,10,11,3,3,2,3,3,0
NNEKA OGWUMIKE,LAS,LAS vs. SEA,3/6/2023,W,33,27,8,14,57.1,0,1,0,11,11,100,3,11,14,4,1,1,3,3,3
NNEKA OGWUMIKE,LAS,LAS @ PHO,2/6/2023,W,40,21,7,15,46.7,0,1,0,7,8,87.5,4,8,12,6,1,0,4,5,2
NNEKA OGWUMIKE,LAS,LAS @ LVA,05/27/2023,L,19,16,7,8,87.5,1,1,100,1,1,100,3,2,5,0,1,1,1,3,-8
NNEKA OGWUMIKE,LAS,LAS vs. PHO,05/19/2023,W,27,17,6,13,46.2,0,1,0,5,5,100,2,2,4,3,3,1,3,2,19
NYARA SABALLY,NYL,NYL @ PHO,08/18/2023,W,3,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0
NYARA SABALLY,NYL,NYL @ LVA,08/17/2023,L,2,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,1,-6
NYARA SABALLY,NYL,NYL @ IND,08/13/2023,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYARA SABALLY,NYL,NYL vs. CHI,11/8/2023,W,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-4
NYARA SABALLY,NYL,NYL vs. LVA,6/8/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,-4
NYARA SABALLY,NYL,NYL @ MIN,4/8/2023,W,5,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4
NYARA SABALLY,NYL,NYL @ LAS,1/8/2023,W,8,2,1,2,50,0,1,0,0,0,0,1,1,2,0,1,1,0,0,5
NYARA SABALLY,NYL,NYL @ LAS,07/30/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
NYARA SABALLY,NYL,NYL vs. MIN,07/28/2023,L,10,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,-6
NYARA SABALLY,NYL,NYL vs. ATL,07/27/2023,W,6,2,1,3,33.3,0,0,0,0,0,0,1,0,1,0,0,0,1,2,-10
NYARA SABALLY,NYL,NYL vs. SEA,07/25/2023,W,7,0,0,3,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,-11
NYARA SABALLY,NYL,NYL vs. IND,07/23/2023,W,14,4,1,1,100,0,0,0,2,2,100,1,2,3,1,0,0,2,2,9
NYARA SABALLY,NYL,NYL @ WAS,07/21/2023,W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
NYARA SABALLY,NYL,NYL vs. DAL,07/19/2023,L,10,0,0,0,0,0,0,0,0,0,0,2,2,4,2,0,0,0,6,4
NYARA SABALLY,NYL,NYL @ IND,12/7/2023,W,16,7,2,3,66.7,0,1,0,3,4,75,1,6,7,0,0,2,4,4,2
NYARA SABALLY,NYL,NYL vs. SEA,8/7/2023,W,15,8,2,6,33.3,0,0,0,4,4,100,1,2,3,1,1,0,0,3,-2
NYARA SABALLY,NYL,NYL vs. PHO,5/7/2023,W,9,2,0,0,0,0,0,0,2,2,100,0,2,2,0,0,0,0,0,-3
NYARA SABALLY,NYL,NYL @ SEA,2/7/2023,W,12,3,1,2,50,0,0,0,1,2,50,2,3,5,0,0,1,0,0,7
NYARA SABALLY,NYL,NYL @ LVA,06/29/2023,L,9,6,3,4,75,0,0,0,0,0,0,0,2,2,0,0,0,1,1,8
NYARA SABALLY,NYL,NYL @ CON,06/27/2023,W,8,2,1,2,50,0,0,0,0,0,0,1,0,1,1,0,1,0,3,-13
NYARA SABALLY,NYL,NYL vs. WAS,06/25/2023,W,13,4,1,3,33.3,0,1,0,2,2,100,1,3,4,0,1,0,0,1,-1
NYARA SABALLY,NYL,NYL @ ATL,06/23/2023,W,14,2,0,2,0,0,0,0,2,2,100,0,3,3,0,0,0,1,0,15
NYARA SABALLY,NYL,NYL vs. PHO,06/18/2023,W,8,5,2,2,100,0,0,0,1,2,50,0,1,1,0,0,0,0,1,-7
NYARA SABALLY,NYL,NYL vs. ATL,06/13/2023,L,6,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,-1
NYARA SABALLY,NYL,NYL vs. DAL,11/6/2023,W,9,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,2,-2
NYARA SABALLY,NYL,NYL @ ATL,9/6/2023,W,12,2,1,4,25,0,1,0,0,0,0,3,4,7,0,0,2,0,3,-9
NYARA SABALLY,NYL,NYL vs. CHI,4/6/2023,L,12,5,1,3,33.3,1,2,50,2,4,50,0,3,3,0,0,0,1,1,2
NYARA SABALLY,NYL,NYL @ CHI,2/6/2023,W,7,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,1,0,1
NYARA SABALLY,NYL,NYL @ SEA,05/30/2023,W,7,7,2,4,50,0,1,0,3,4,75,0,0,0,0,0,0,1,2,11
NYARA SABALLY,NYL,NYL vs. CON,05/27/2023,W,14,6,3,6,50,0,0,0,0,0,0,2,1,3,0,0,0,1,2,11
ODYSSEY SIMS,DAL,DAL @ MIN,08/22/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
ODYSSEY SIMS,DAL,DAL @ CON,08/18/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-8
ODYSSEY SIMS,DAL,DAL vs. CON,12/8/2023,W,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
ODYSSEY SIMS,DAL,DAL vs. LVA,8/8/2023,L,6,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,-4
ODYSSEY SIMS,DAL,DAL vs. CHI,6/8/2023,L,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,-10
ODYSSEY SIMS,DAL,DAL vs. CHI,4/8/2023,L,9,0,0,3,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,-4
ODYSSEY SIMS,DAL,DAL @ SEA,2/8/2023,W,12,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,2
ODYSSEY SIMS,DAL,DAL @ LVA,07/30/2023,L,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,-9
ODYSSEY SIMS,DAL,DAL vs. WAS,07/28/2023,W,14,0,0,2,0,0,0,0,0,0,0,1,3,4,1,1,0,0,0,9
ODYSSEY SIMS,DAL,DAL vs. CON,07/25/2023,L,5,2,1,1,100,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
ODYSSEY SIMS,DAL,DAL vs. LAS,07/22/2023,W,13,2,1,4,25,0,1,0,0,0,0,2,1,3,6,0,0,0,1,-10
ODYSSEY SIMS,DAL,DAL @ NYL,07/19/2023,W,15,2,1,3,33.3,0,1,0,0,2,0,1,2,3,4,1,0,0,1,1
ODYSSEY SIMS,DAL,DAL @ MIN,12/7/2023,W,16,4,1,3,33.3,0,0,0,2,2,100,0,3,3,1,0,0,0,1,10
ODYSSEY SIMS,DAL,DAL @ IND,9/7/2023,W,19,4,1,2,50,0,1,0,2,2,100,0,3,3,5,2,0,0,0,8
ODYSSEY SIMS,DAL,DAL vs. LVA,7/7/2023,W,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,-7
ODYSSEY SIMS,DAL,DAL @ LVA,5/7/2023,L,13,2,1,3,33.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-20
ODYSSEY SIMS,DAL,DAL vs. WAS,2/7/2023,W,16,5,1,2,50,1,2,50,2,4,50,0,0,0,3,0,0,1,3,4
ODYSSEY SIMS,DAL,DAL vs. LAS,06/14/2023,L,17,2,1,5,20,0,1,0,0,0,0,0,2,2,2,0,0,2,3,-2
ODYSSEY SIMS,DAL,DAL @ NYL,11/6/2023,L,20,8,4,6,66.7,0,1,0,0,0,0,0,1,1,8,1,0,1,2,-7
ODYSSEY SIMS,DAL,DAL vs. PHO,9/6/2023,W,26,6,2,7,28.6,1,3,33.3,1,2,50,1,2,3,7,0,0,2,1,21
ODYSSEY SIMS,DAL,DAL vs. PHO,7/6/2023,W,20,3,1,5,20,0,1,0,1,4,25,0,1,1,6,1,0,1,1,13
OLIVIA NELSON-ODODA,CON,CON @ WAS,08/22/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-12
OLIVIA NELSON-ODODA,CON,CON @ CHI,08/20/2023,W,5,2,1,2,50,0,0,0,0,0,0,0,3,3,0,0,0,0,3,-10
OLIVIA NELSON-ODODA,CON,CON vs. DAL,08/18/2023,L,6,2,1,4,25,0,0,0,0,0,0,1,0,1,0,0,0,0,4,-14
OLIVIA NELSON-ODODA,CON,CON @ DAL,12/8/2023,L,17,2,1,2,50,0,0,0,0,2,0,1,4,5,0,0,0,1,2,-6
OLIVIA NELSON-ODODA,CON,CON @ PHO,10/8/2023,L,23,3,1,4,25,0,0,0,1,2,50,3,6,9,1,1,0,0,4,11
OLIVIA NELSON-ODODA,CON,CON @ SEA,8/8/2023,W,17,4,2,4,50,0,0,0,0,0,0,2,1,3,0,1,1,1,2,-1
OLIVIA NELSON-ODODA,CON,CON @ IND,4/8/2023,W,28,10,3,8,37.5,0,0,0,4,4,100,6,4,10,4,0,1,0,5,20
OLIVIA NELSON-ODODA,CON,CON vs. MIN,1/8/2023,W,19,4,2,3,66.7,0,0,0,0,0,0,2,3,5,1,1,1,1,4,11
