PLAYER,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
OLIVIA NELSON-ODODA,CON,CON vs. MIN,07/30/2023,L,17,6,1,2,50,0,0,0,4,4,100,2,2,4,0,1,3,0,1,-1
OLIVIA NELSON-ODODA,CON,CON @ DAL,07/25/2023,W,22,4,2,2,100,0,0,0,0,0,0,2,0,2,1,3,1,0,3,4
OLIVIA NELSON-ODODA,CON,CON @ ATL,07/22/2023,W,19,6,3,5,60,0,0,0,0,0,0,1,6,7,1,1,1,1,4,11
OLIVIA NELSON-ODODA,CON,CON vs. ATL,07/20/2023,W,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,2,-3
OLIVIA NELSON-ODODA,CON,CON @ PHO,07/18/2023,L,23,3,1,3,33.3,0,0,0,1,2,50,3,2,5,1,1,0,1,5,-8
OLIVIA NELSON-ODODA,CON,CON @ CHI,12/7/2023,W,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,-6
OLIVIA NELSON-ODODA,CON,CON vs. WAS,9/7/2023,W,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-9
OLIVIA NELSON-ODODA,CON,CON vs. SEA,6/7/2023,W,20,6,2,8,25,0,0,0,2,2,100,4,5,9,1,0,2,2,2,-11
OLIVIA NELSON-ODODA,CON,CON @ LVA,1/7/2023,L,23,9,3,5,60,0,0,0,3,4,75,3,1,4,1,0,2,1,2,4
OLIVIA NELSON-ODODA,CON,CON vs. NYL,06/27/2023,L,21,14,6,6,100,0,0,0,2,3,66.7,2,3,5,1,2,1,0,2,9
OLIVIA NELSON-ODODA,CON,CON vs. CHI,06/25/2023,W,15,4,2,4,50,0,0,0,0,0,0,3,3,6,1,1,0,2,2,24
OLIVIA NELSON-ODODA,CON,CON @ MIN,06/22/2023,W,19,4,1,4,25,0,0,0,2,3,66.7,1,3,4,4,1,2,1,3,3
OLIVIA NELSON-ODODA,CON,CON @ SEA,06/20/2023,W,10,6,2,2,100,0,0,0,2,2,100,0,1,1,1,0,0,2,3,0
OLIVIA NELSON-ODODA,CON,CON @ LAS,06/18/2023,W,7,2,1,1,100,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
OLIVIA NELSON-ODODA,CON,CON vs. ATL,06/15/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
OLIVIA NELSON-ODODA,CON,CON @ ATL,11/6/2023,W,13,6,2,3,66.7,0,0,0,2,3,66.7,0,1,1,0,1,1,1,3,11
OLIVIA NELSON-ODODA,CON,CON vs. LVA,8/6/2023,W,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
OLIVIA NELSON-ODODA,CON,CON vs. LVA,6/6/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
OLIVIA NELSON-ODODA,CON,CON vs. DAL,4/6/2023,W,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-10
OLIVIA NELSON-ODODA,CON,CON @ MIN,1/6/2023,W,13,3,1,2,50,0,0,0,1,1,100,0,5,5,0,0,1,0,1,-2
OLIVIA NELSON-ODODA,CON,CON vs. IND,05/30/2023,W,6,0,0,2,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,-7
OLIVIA NELSON-ODODA,CON,CON @ NYL,05/27/2023,L,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-5
OLIVIA NELSON-ODODA,CON,CON @ WAS,05/23/2023,W,15,8,3,4,75,0,0,0,2,3,66.7,1,1,2,1,0,2,3,2,-4
OLIVIA NELSON-ODODA,CON,CON vs. WAS,05/21/2023,W,15,5,1,1,100,0,0,0,3,6,50,1,4,5,0,0,2,0,2,10
OLIVIA NELSON-ODODA,CON,CON @ IND,05/19/2023,W,14,3,0,1,0,0,0,0,3,6,50,1,1,2,0,0,2,1,2,-15
QUEEN EGBO,WAS,WAS vs. CON,08/22/2023,L,19,6,3,4,75,0,0,0,0,0,0,1,7,8,0,1,1,1,1,1
QUEEN EGBO,WAS,WAS vs. DAL,08/20/2023,L,21,7,3,6,50,0,0,0,1,2,50,2,5,7,0,1,1,1,2,-18
QUEEN EGBO,WAS,WAS @ IND,08/18/2023,W,14,2,0,1,0,0,0,0,2,2,100,0,1,1,1,0,0,2,5,-2
QUEEN EGBO,WAS,WAS vs. CHI,08/13/2023,W,17,16,7,7,100,0,0,0,2,4,50,0,3,3,1,2,1,2,2,6
QUEEN EGBO,WAS,WAS @ LVA,11/8/2023,L,19,10,5,8,62.5,0,0,0,0,2,0,2,1,3,1,1,1,2,3,-28
QUEEN EGBO,WAS,WAS @ PHO,8/8/2023,L,11,6,1,8,12.5,0,0,0,4,4,100,2,4,6,0,1,1,1,1,-13
QUEEN EGBO,WAS,WAS vs. LAS,6/8/2023,L,18,8,3,7,42.9,0,0,0,2,3,66.7,1,3,4,0,1,1,1,5,4
QUEEN EGBO,WAS,WAS vs. LAS,4/8/2023,W,21,15,7,9,77.8,0,0,0,1,1,100,1,8,9,0,2,0,0,3,2
QUEEN EGBO,WAS,WAS @ ATL,07/30/2023,L,19,5,2,5,40,0,0,0,1,2,50,1,3,4,1,1,0,1,5,-1
QUEEN EGBO,WAS,WAS @ DAL,07/28/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEEN EGBO,WAS,WAS @ MIN,07/26/2023,L,16,9,4,4,100,0,0,0,1,1,100,2,5,7,0,0,1,1,2,-13
QUEEN EGBO,WAS,WAS vs. PHO,07/23/2023,W,23,6,3,6,50,0,0,0,0,0,0,2,5,7,0,1,1,1,3,10
QUEEN EGBO,WAS,WAS vs. NYL,07/21/2023,L,15,2,1,6,16.7,0,0,0,0,0,0,2,0,2,1,0,2,2,4,-11
QUEEN EGBO,WAS,WAS vs. IND,07/19/2023,L,20,10,5,5,100,0,0,0,0,0,0,1,4,5,1,1,3,4,4,-4
QUEEN EGBO,WAS,WAS vs. SEA,11/7/2023,W,24,6,3,6,50,0,0,0,0,2,0,2,6,8,0,0,2,1,0,13
QUEEN EGBO,WAS,WAS @ CON,9/7/2023,L,16,8,3,6,50,0,0,0,2,3,66.7,3,4,7,1,0,1,1,2,10
QUEEN EGBO,WAS,WAS vs. IND,7/7/2023,W,15,3,1,1,100,0,0,0,1,2,50,1,1,2,2,0,0,2,4,9
QUEEN EGBO,IND,IND vs. CHI,2/7/2023,L,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,-2
QUEEN EGBO,IND,IND @ PHO,06/29/2023,L,6,0,0,3,0,0,0,0,0,0,0,2,1,3,0,1,0,0,1,-6
QUEEN EGBO,IND,IND @ LVA,06/26/2023,L,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5
QUEEN EGBO,IND,IND @ LVA,06/24/2023,L,8,3,1,1,100,0,0,0,1,2,50,0,4,4,0,0,0,1,2,-10
QUEEN EGBO,IND,IND @ SEA,06/22/2023,W,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,1,1,-7
QUEEN EGBO,IND,IND vs. ATL,06/18/2023,L,9,3,0,2,0,0,0,0,3,4,75,0,5,5,1,0,0,2,1,3
QUEEN EGBO,IND,IND @ CHI,06/15/2023,W,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
QUEEN EGBO,IND,IND vs. WAS,06/13/2023,W,10,6,3,7,42.9,0,0,0,0,0,0,4,6,10,0,0,0,1,0,-1
QUEEN EGBO,IND,IND vs. PHO,11/6/2023,L,17,5,2,3,66.7,0,0,0,1,2,50,0,3,3,0,0,0,0,5,-5
QUEEN EGBO,IND,IND @ MIN,9/6/2023,W,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-6
QUEEN EGBO,IND,IND @ CHI,6/6/2023,L,6,4,2,2,100,0,0,0,0,0,0,1,2,3,0,0,0,0,2,-5
QUEEN EGBO,IND,IND vs. LVA,4/6/2023,L,17,9,4,8,50,0,0,0,1,1,100,1,9,10,0,0,0,0,3,10
QUEEN EGBO,IND,IND @ CON,05/30/2023,L,11,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,1,2,8
QUEEN EGBO,IND,IND @ ATL,05/28/2023,W,14,10,4,6,66.7,0,0,0,2,4,50,5,4,9,1,1,2,0,4,1
QUEEN EGBO,IND,IND @ NYL,05/21/2023,L,11,4,1,5,20,0,0,0,2,2,100,1,1,2,0,0,0,1,1,1
QUEEN EGBO,IND,IND vs. CON,05/19/2023,L,15,3,1,5,20,0,0,0,1,2,50,2,4,6,0,0,3,2,3,-10
RACHEL BANHAM,MIN,MIN vs. DAL,08/22/2023,W,16,5,2,6,33.3,1,4,25,0,0,0,0,0,0,3,0,1,0,0,17
RACHEL BANHAM,MIN,MIN vs. SEA,08/20/2023,L,8,0,0,2,0,0,1,0,0,0,0,1,1,2,0,1,0,1,2,-2
RACHEL BANHAM,MIN,MIN @ SEA,08/18/2023,W,11,2,1,3,33.3,0,1,0,0,0,0,0,0,0,1,0,0,2,2,10
RACHEL BANHAM,MIN,MIN @ IND,10/8/2023,L,20,18,6,11,54.5,5,7,71.4,1,1,100,0,0,0,1,1,0,1,1,-11
RACHEL BANHAM,MIN,MIN @ CHI,8/8/2023,W,7,3,1,2,50,1,2,50,0,0,0,0,1,1,3,0,1,0,0,1
RACHEL BANHAM,MIN,MIN vs. DAL,12/7/2023,L,27,8,3,9,33.3,2,6,33.3,0,0,0,0,2,2,6,0,1,2,1,-22
RACHEL BANHAM,MIN,MIN vs. LVA,9/7/2023,L,16,10,3,4,75,2,2,100,2,3,66.7,0,0,0,7,1,0,3,2,2
RACHEL BANHAM,MIN,MIN vs. PHO,7/7/2023,W,9,6,3,5,60,0,2,0,0,0,0,0,0,0,1,0,0,2,1,-2
RACHEL BANHAM,MIN,MIN vs. IND,5/7/2023,W,7,5,2,3,66.7,1,1,100,0,0,0,0,0,0,1,0,0,1,1,-3
RACHEL BANHAM,MIN,MIN @ PHO,1/7/2023,W,15,13,4,6,66.7,1,2,50,4,5,80,1,0,1,2,0,0,2,2,33
RACHEL BANHAM,MIN,MIN @ SEA,06/29/2023,W,14,3,1,6,16.7,1,4,25,0,0,0,1,2,3,3,0,0,0,2,-13
RACHEL BANHAM,MIN,MIN vs. SEA,06/27/2023,W,13,3,1,5,20,1,4,25,0,0,0,0,1,1,5,0,0,1,1,14
RACHEL BANHAM,MIN,MIN vs. CON,06/22/2023,L,18,5,1,9,11.1,1,5,20,2,2,100,1,1,2,0,0,0,1,1,-1
RACHEL BANHAM,MIN,MIN @ LAS,06/20/2023,W,12,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5
RACHEL BANHAM,MIN,MIN @ LVA,06/18/2023,L,21,7,3,10,30,1,7,14.3,0,0,0,0,1,1,1,0,0,0,2,-16
RACHEL BANHAM,MIN,MIN @ LAS,06/16/2023,W,26,7,2,5,40,2,4,50,1,2,50,0,4,4,6,0,0,2,3,-1
RACHEL BANHAM,MIN,MIN vs. LAS,11/6/2023,W,11,5,2,5,40,1,3,33.3,0,0,0,0,1,1,1,1,0,0,1,14
RACHEL BANHAM,MIN,MIN vs. IND,9/6/2023,L,14,5,2,6,33.3,1,4,25,0,0,0,0,2,2,0,1,0,2,3,-1
RACHEL BANHAM,MIN,MIN @ WAS,3/6/2023,W,11,6,2,4,50,2,3,66.7,0,0,0,0,0,0,0,0,0,1,0,15
RACHEL BANHAM,MIN,MIN vs. CON,1/6/2023,L,7,9,3,4,75,3,3,100,0,0,0,0,1,1,1,0,0,1,1,-1
RACHEL BANHAM,MIN,MIN @ DAL,05/30/2023,L,13,6,2,7,28.6,2,6,33.3,0,0,0,0,0,0,1,1,0,1,3,-10
RACHEL BANHAM,MIN,MIN @ LVA,05/28/2023,L,26,12,4,11,36.4,4,7,57.1,0,0,0,0,2,2,0,0,0,1,2,-13
RACHEL BANHAM,MIN,MIN @ PHO,05/25/2023,L,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,-5
RACHEL BANHAM,MIN,MIN vs. ATL,05/23/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
RACHEL BANHAM,MIN,MIN vs. CHI,05/19/2023,L,25,0,0,6,0,0,4,0,0,0,0,0,4,4,2,3,0,4,3,-3
RAE BURRELL,LAS,LAS @ LVA,08/19/2023,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4
RAE BURRELL,LAS,LAS vs. ATL,12/8/2023,W,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,-7
RAE BURRELL,LAS,LAS @ IND,8/8/2023,W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-7
RAE BURRELL,LAS,LAS @ WAS,6/8/2023,W,4,5,0,1,0,0,1,0,5,6,83.3,0,0,0,0,0,0,0,1,0
RAE BURRELL,LAS,LAS @ WAS,4/8/2023,L,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,-5
RAE BURRELL,LAS,LAS vs. NYL,1/8/2023,L,6,0,0,3,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,-10
RAE BURRELL,LAS,LAS vs. NYL,07/30/2023,L,13,2,1,4,25,0,1,0,0,0,0,1,1,2,0,2,0,0,1,17
RAE BURRELL,LAS,LAS vs. IND,07/27/2023,W,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5
RAE BURRELL,LAS,LAS vs. IND,07/25/2023,W,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-5
RAE BURRELL,LAS,LAS @ DAL,07/22/2023,L,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
RAE BURRELL,LAS,LAS @ MIN,07/20/2023,L,12,5,2,2,100,1,1,100,0,0,0,0,2,2,1,1,0,2,3,21
RAE BURRELL,LAS,LAS vs. LVA,12/7/2023,L,5,2,1,3,33.3,0,1,0,0,0,0,0,1,1,1,1,0,2,0,3
RAE BURRELL,LAS,LAS @ PHO,9/7/2023,L,22,6,1,4,25,1,2,50,3,4,75,0,2,2,1,0,1,1,0,-12
RAE BURRELL,LAS,LAS vs. ATL,5/7/2023,L,16,7,3,5,60,1,2,50,0,1,0,0,1,1,0,0,0,0,2,5
RAE BURRELL,LAS,LAS @ ATL,2/7/2023,L,24,6,1,7,14.3,0,2,0,4,5,80,1,3,4,0,0,0,1,2,-16
RAE BURRELL,LAS,LAS @ CHI,06/30/2023,L,6,3,1,1,100,1,1,100,0,0,0,1,0,1,1,1,0,0,1,-1
RAE BURRELL,LAS,LAS @ CHI,06/28/2023,L,6,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-7
RAE BURRELL,LAS,LAS vs. DAL,06/25/2023,W,6,3,1,4,25,1,3,33.3,0,0,0,0,0,0,1,0,0,0,0,-2
RAE BURRELL,LAS,LAS vs. DAL,06/23/2023,W,7,2,0,3,0,0,2,0,2,2,100,0,0,0,0,0,0,0,1,4
RAE BURRELL,LAS,LAS vs. MIN,06/20/2023,L,8,7,3,4,75,1,1,100,0,0,0,0,2,2,0,0,0,2,1,6
RAE BURRELL,LAS,LAS @ LVA,05/27/2023,L,15,5,2,7,28.6,0,3,0,1,1,100,0,4,4,1,1,1,0,2,0
REBECCA ALLEN,CON,CON @ WAS,08/22/2023,W,20,3,1,5,20,1,3,33.3,0,0,0,1,2,3,3,0,0,2,5,2
REBECCA ALLEN,CON,CON @ CHI,08/20/2023,W,36,7,2,9,22.2,1,5,20,2,2,100,2,7,9,4,2,4,2,3,8
REBECCA ALLEN,CON,CON vs. DAL,08/18/2023,L,22,2,1,5,20,0,1,0,0,0,0,3,2,5,0,1,2,0,3,-4
REBECCA ALLEN,CON,CON @ DAL,12/8/2023,L,19,5,2,5,40,1,3,33.3,0,0,0,1,0,1,0,1,1,1,1,-7
REBECCA ALLEN,CON,CON @ PHO,10/8/2023,L,28,24,9,12,75,3,4,75,3,5,60,0,2,2,0,2,2,0,1,9
REBECCA ALLEN,CON,CON @ SEA,8/8/2023,W,20,13,5,7,71.4,2,3,66.7,1,2,50,0,2,2,1,1,1,0,0,1
REBECCA ALLEN,CON,CON @ IND,4/8/2023,W,25,5,2,3,66.7,1,2,50,0,0,0,1,3,4,4,2,1,2,2,10
REBECCA ALLEN,CON,CON vs. MIN,1/8/2023,W,17,4,2,5,40,0,1,0,0,0,0,0,0,0,0,0,1,0,1,6
REBECCA ALLEN,CON,CON vs. MIN,07/30/2023,L,26,6,3,6,50,0,2,0,0,0,0,1,2,3,2,2,1,0,2,-6
REBECCA ALLEN,CON,CON @ DAL,07/25/2023,W,22,7,3,7,42.9,1,3,33.3,0,0,0,1,3,4,0,1,2,1,2,-6
REBECCA ALLEN,CON,CON @ ATL,07/22/2023,W,30,11,5,9,55.6,1,5,20,0,0,0,1,0,1,0,0,1,1,3,2
REBECCA ALLEN,CON,CON vs. ATL,07/20/2023,W,36,13,6,14,42.9,1,5,20,0,0,0,0,3,3,0,2,6,2,2,8
REBECCA ALLEN,CON,CON @ PHO,07/18/2023,L,16,4,2,4,50,0,0,0,0,0,0,1,4,5,1,0,2,2,2,-7
REBECCA ALLEN,CON,CON @ CHI,12/7/2023,W,21,5,2,5,40,0,2,0,1,1,100,0,1,1,0,2,0,1,2,1
REBECCA ALLEN,CON,CON vs. WAS,9/7/2023,W,28,9,3,8,37.5,2,5,40,1,2,50,1,1,2,3,2,0,2,4,7
REBECCA ALLEN,CON,CON vs. SEA,6/7/2023,W,27,14,6,10,60,2,3,66.7,0,0,0,1,4,5,3,2,2,0,0,33
REBECCA ALLEN,CON,CON @ LVA,1/7/2023,L,20,0,0,5,0,0,3,0,0,0,0,0,2,2,0,1,1,2,2,-16
REBECCA ALLEN,CON,CON vs. NYL,06/27/2023,L,30,2,0,5,0,0,3,0,2,2,100,0,1,1,1,0,5,0,3,-12
REBECCA ALLEN,CON,CON vs. CHI,06/25/2023,W,23,5,2,7,28.6,1,3,33.3,0,0,0,0,2,2,2,2,2,1,2,9
REBECCA ALLEN,CON,CON @ MIN,06/22/2023,W,29,8,2,5,40,2,5,40,2,2,100,2,2,4,0,1,3,1,2,23
REBECCA ALLEN,CON,CON @ SEA,06/20/2023,W,10,0,0,1,0,0,1,0,0,0,0,1,2,3,0,0,1,0,2,-2
REBECCA ALLEN,CON,CON @ LAS,06/18/2023,W,6,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,8
REBECCA ALLEN,CON,CON vs. ATL,06/15/2023,L,18,3,1,4,25,1,3,33.3,0,0,0,0,0,0,0,0,0,1,4,-7
REBECCA ALLEN,CON,CON @ ATL,11/6/2023,W,19,2,1,3,33.3,0,1,0,0,0,0,1,1,2,0,0,0,1,3,13
REBECCA ALLEN,CON,CON vs. LVA,8/6/2023,W,19,5,2,2,100,1,1,100,0,0,0,1,1,2,1,0,1,3,1,-6
REBECCA ALLEN,CON,CON vs. LVA,6/6/2023,L,21,22,8,11,72.7,6,7,85.7,0,1,0,1,4,5,2,1,1,0,1,5
REBECCA ALLEN,CON,CON vs. DAL,4/6/2023,W,11,2,1,3,33.3,0,1,0,0,0,0,1,1,2,1,0,1,2,2,-5
REBECCA ALLEN,CON,CON @ MIN,1/6/2023,W,11,8,3,4,75,2,2,100,0,0,0,0,3,3,0,0,0,0,2,-11
REBECCA ALLEN,CON,CON vs. IND,05/30/2023,W,6,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,-4
REBECCA ALLEN,CON,CON @ NYL,05/27/2023,L,16,2,1,4,25,0,3,0,0,0,0,1,0,1,1,0,0,0,0,-15
REBECCA ALLEN,CON,CON @ WAS,05/23/2023,W,14,2,1,5,20,0,2,0,0,0,0,0,4,4,0,1,0,1,0,12
REBECCA ALLEN,CON,CON vs. WAS,05/21/2023,W,24,7,2,7,28.6,2,5,40,1,2,50,0,6,6,0,0,1,0,1,13
REBECCA ALLEN,CON,CON @ IND,05/19/2023,W,11,5,1,4,25,1,2,50,2,2,100,1,0,1,0,1,0,0,4,1
REBEKAH GARDNER,CHI,CHI vs. WAS,05/26/2023,L,24,4,1,1,100,0,0,0,2,2,100,1,6,7,3,2,0,4,1,-5
REBEKAH GARDNER,CHI,CHI @ PHO,05/21/2023,W,13,7,1,5,20,1,2,50,4,4,100,0,1,1,1,0,0,0,4,6
REBEKAH GARDNER,CHI,CHI @ MIN,05/19/2023,W,22,10,4,8,50,2,3,66.7,0,0,0,0,3,3,3,4,1,1,3,16
RHYNE HOWARD,ATL,ATL vs. LVA,08/22/2023,L,35,27,9,16,56.3,3,7,42.9,6,8,75,0,6,6,5,2,0,0,2,-15
RHYNE HOWARD,ATL,ATL @ LVA,08/13/2023,L,32,12,4,14,28.6,1,5,20,3,3,100,0,5,5,4,1,0,1,1,-15
RHYNE HOWARD,ATL,ATL @ LAS,12/8/2023,L,37,17,5,14,35.7,3,9,33.3,4,4,100,0,5,5,1,1,0,1,2,-7
RHYNE HOWARD,ATL,ATL @ SEA,10/8/2023,L,34,20,6,20,30,4,10,40,4,5,80,0,6,6,1,3,0,4,4,0
RHYNE HOWARD,ATL,ATL vs. IND,6/8/2023,W,36,24,9,18,50,3,7,42.9,3,6,50,0,4,4,3,2,2,1,1,5
RHYNE HOWARD,ATL,ATL @ PHO,3/8/2023,L,34,14,4,12,33.3,1,7,14.3,5,6,83.3,0,2,2,2,0,2,1,3,-15
RHYNE HOWARD,ATL,ATL @ LVA,1/8/2023,L,34,6,3,10,30,0,3,0,0,0,0,0,6,6,6,1,1,2,2,-18
RHYNE HOWARD,ATL,ATL vs. WAS,07/30/2023,W,30,11,4,10,40,3,7,42.9,0,0,0,0,5,5,0,5,2,5,3,5
RHYNE HOWARD,ATL,ATL @ NYL,07/27/2023,L,35,10,4,17,23.5,1,8,12.5,1,2,50,0,5,5,2,0,0,1,4,0
RHYNE HOWARD,ATL,ATL vs. PHO,07/25/2023,W,21,10,4,7,57.1,2,4,50,0,0,0,0,3,3,0,2,0,2,1,16
RHYNE HOWARD,ATL,ATL vs. CON,07/22/2023,L,35,22,5,18,27.8,4,9,44.4,8,9,88.9,1,5,6,2,2,4,2,3,-14
RHYNE HOWARD,ATL,ATL @ CON,07/20/2023,L,38,22,7,19,36.8,4,9,44.4,4,5,80,0,2,2,3,3,0,4,3,-12
RHYNE HOWARD,ATL,ATL vs. MIN,07/18/2023,W,36,21,8,21,38.1,3,13,23.1,2,3,66.7,0,3,3,7,0,0,2,4,5
RHYNE HOWARD,ATL,ATL vs. SEA,12/7/2023,W,31,15,5,15,33.3,3,10,30,2,3,66.7,1,5,6,5,2,0,5,3,9
RHYNE HOWARD,ATL,ATL @ CHI,9/7/2023,W,38,32,12,22,54.5,4,9,44.4,4,5,80,1,5,6,4,4,1,1,1,10
RHYNE HOWARD,ATL,ATL @ CHI,7/7/2023,W,39,17,7,16,43.8,3,9,33.3,0,1,0,0,5,5,2,1,0,2,2,20
RHYNE HOWARD,ATL,ATL @ LAS,5/7/2023,W,25,15,5,9,55.6,5,9,55.6,0,0,0,0,5,5,6,1,0,0,4,16
RHYNE HOWARD,ATL,ATL vs. LAS,2/7/2023,W,32,43,14,20,70,6,12,50,9,9,100,0,2,2,4,2,2,3,5,26
RHYNE HOWARD,ATL,ATL vs. WAS,06/30/2023,W,39,14,5,10,50,2,3,66.7,2,3,66.7,2,3,5,8,3,0,1,3,3
RHYNE HOWARD,ATL,ATL @ WAS,06/28/2023,L,26,8,3,9,33.3,2,4,50,0,0,0,0,1,1,4,1,0,0,4,1
RHYNE HOWARD,ATL,ATL vs. NYL,06/23/2023,L,26,24,6,13,46.2,3,5,60,9,9,100,2,4,6,2,0,0,5,4,-13
RHYNE HOWARD,ATL,ATL @ DAL,06/20/2023,L,30,15,3,13,23.1,2,5,40,7,10,70,1,3,4,2,1,1,1,1,-19
RHYNE HOWARD,ATL,ATL @ IND,06/18/2023,W,33,21,7,15,46.7,2,5,40,5,6,83.3,1,5,6,1,1,1,1,1,-1
RHYNE HOWARD,ATL,ATL @ CON,06/15/2023,W,40,19,6,14,42.9,2,7,28.6,5,6,83.3,1,3,4,6,0,0,4,3,4
RHYNE HOWARD,ATL,ATL @ NYL,06/13/2023,W,34,12,4,11,36.4,2,5,40,2,2,100,0,5,5,4,0,0,3,5,6
RHYNE HOWARD,ATL,ATL vs. CON,11/6/2023,L,35,16,4,13,30.8,2,10,20,6,8,75,2,6,8,2,0,0,5,2,-16
RHYNE HOWARD,ATL,ATL vs. NYL,9/6/2023,L,30,15,4,12,33.3,3,7,42.9,4,7,57.1,0,2,2,2,1,0,1,2,-23
RHYNE HOWARD,ATL,ATL vs. LVA,2/6/2023,L,33,15,5,15,33.3,2,7,28.6,3,3,100,1,3,4,5,1,1,1,2,-10
RHYNE HOWARD,ATL,ATL vs. CHI,05/30/2023,W,29,20,8,11,72.7,2,4,50,2,4,50,0,4,4,1,1,0,0,0,19
RHYNE HOWARD,ATL,ATL vs. IND,05/28/2023,L,32,23,8,18,44.4,3,7,42.9,4,7,57.1,1,3,4,1,1,0,1,3,0
RHYNE HOWARD,ATL,ATL @ MIN,05/23/2023,W,28,8,3,12,25,1,4,25,1,1,100,2,2,4,6,3,1,2,4,-1
RHYNE HOWARD,ATL,ATL @ DAL,05/20/2023,L,36,20,8,24,33.3,4,12,33.3,0,0,0,3,7,10,2,0,1,0,5,-1
ROBYN PARKS,CHI,CHI vs. SEA,08/22/2023,W,20,5,2,7,28.6,1,5,20,0,0,0,1,3,4,1,1,0,0,0,12
ROBYN PARKS,CHI,CHI vs. CON,08/20/2023,L,21,4,1,5,20,0,2,0,2,2,100,0,3,3,0,1,1,1,3,-6
ROBYN PARKS,CHI,CHI @ ATL,08/18/2023,L,11,6,3,4,75,0,1,0,0,0,0,0,1,1,0,0,0,1,1,7
ROBYN PARKS,CHI,CHI @ WAS,08/13/2023,L,15,0,0,4,0,0,2,0,0,0,0,0,2,2,0,1,0,0,1,-5
ROBYN PARKS,CHI,CHI @ NYL,11/8/2023,L,15,3,0,2,0,0,2,0,3,3,100,0,1,1,1,0,0,0,1,-3
ROBYN PARKS,CHI,CHI vs. MIN,8/8/2023,L,11,6,2,5,40,2,4,50,0,0,0,0,1,1,0,0,0,1,0,-6
ROBYN PARKS,CHI,CHI @ DAL,6/8/2023,W,9,6,2,6,33.3,2,5,40,0,0,0,1,0,1,0,0,0,0,2,7
ROBYN PARKS,CHI,CHI @ DAL,4/8/2023,W,18,8,3,6,50,2,3,66.7,0,0,0,1,3,4,0,0,0,1,1,-6
ROBYN PARKS,CHI,CHI vs. PHO,07/30/2023,W,19,14,5,7,71.4,4,5,80,0,0,0,3,0,3,3,1,1,1,2,-2
ROBYN PARKS,CHI,CHI vs. SEA,07/28/2023,L,13,3,1,2,50,1,2,50,0,0,0,0,1,1,1,1,0,0,0,-1
ROBYN PARKS,CHI,CHI vs. LVA,07/25/2023,L,21,8,3,4,75,2,2,100,0,0,0,1,5,6,0,0,0,1,3,-2
ROBYN PARKS,CHI,CHI @ SEA,07/22/2023,W,12,5,2,3,66.7,1,1,100,0,0,0,1,0,1,1,0,0,1,0,-3
ROBYN PARKS,CHI,CHI @ PHO,07/20/2023,L,14,4,2,5,40,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3
ROBYN PARKS,CHI,CHI vs. CON,12/7/2023,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
