Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Cappie Pondexter,LAS,G,13,134,13,0,10.3,1.2,3.3,0.349,0,0.2,0,1.2,3.2,0.366,1.3,1.5,0.895,0.2,1.1,0.8,0.2,0,0.3,1.2,3.6
Aerial Powers,DAL,F-G,15,231,15,0,15.4,2,5.5,0.366,0.3,1.9,0.179,1.7,3.6,0.463,1.9,2.3,0.824,0.7,2.5,0.9,0.5,0.1,1.6,1.4,6.2
Mercedes Russell,NYL,C,2,32,2,0,16,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,1.5,2,0.75,0,1.5,1,1,0.5,0.5,1,2.5
Alex Bentley,ATL,G,16,332,16,0,20.8,3.5,9.3,0.376,1.1,3.6,0.31,2.4,5.7,0.418,0.6,1.1,0.529,0,1.5,3.4,0.9,0.1,1.6,2,8.7
Layshia Clarendon,CON,G,15,238,15,0,15.9,2.1,4.2,0.492,0,0.4,0,2.1,3.8,0.544,1.3,1.5,0.826,0.5,1.6,2.7,0.5,0,0.9,1.1,5.4
Tayler Hill,DAL,G,7,118,7,1,16.9,1.9,6.4,0.289,1,3.4,0.292,0.9,3,0.286,0.3,0.3,1,0.3,1,1,0.1,0.1,0.9,0.3,5
Maggie Lucas,DAL,G,1,20,1,0,20,0,5,0,0,3,0,0,2,0,0,0,,0,0,0,2,0,1,0,0
Teana Muldrow,DAL,F,1,3,1,0,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0
Cappie Pondexter,IND,G,17,411,17,14,24.2,4.1,10.6,0.389,0.6,1.6,0.393,3.5,8.9,0.388,1.3,1.5,0.846,0.3,2.4,2.6,0.7,0,1.4,1.8,10.2
Aerial Powers,WAS,F-G,9,114,9,0,12.7,2,4.4,0.45,0.8,1.8,0.438,1.2,2.7,0.458,1.3,1.3,1,0.6,3.2,0.9,0.7,0.4,0.8,1,6.1
Mercedes Russell,SEA,C,22,101,22,0,4.6,0.7,1.4,0.484,0,0,,0.7,1.4,0.484,0.2,0.5,0.5,0.4,1.4,0.1,0,0.1,0.3,0.6,1.6
